web-scraper-order,web-scraper-start-url,product_link,product_link-href,name,price,description,brand,image_url-src
"1769347067-71","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=33","Pc Portable Gamer MSI Cyborg 15 B2RWFKG Core 5 16Go 512Go SSD RTX 5060","https://spacenet.tn/msi-gaming/93366-pc-portable-gamer-msi-cyborg-15-b2rwfkg-core-5-16go-512go-ssd-rtx-5060.html","Pc Portable Gamer MSI Cyborg 15 B2RWFKG Core 5 16Go 512Go SSD RTX 5060","3 969,000 DT","Pc Portable Gamer MSI CCyborg 15 B2RWFKG - Ecran : 15.,6"" Full HD (1920x1080) IPS, 144Hz  - Processeur : Intel Core 5 210H, (jusqu'à 4.8 GHz, 12 Mo de mémoire cache, 8 Cores) - Système d'exploitation : FreeDos - Mémoire RAM : 16 Go DDR5  - Disque Dur : 512 Go SSD - Carte Graphique : Nvidia GeForce RTX 5060 (8 Go de mémoire dédiée DDR7) avec Wifi6E , Bluetooth 5.3,  1x prise combinée entrée micro/sortie casque - 1x USB 3.2 Type-C - 2x USB 3.2 Type-A - 1x HDMI 2.1 - Webcam Type HD (30 ips à 720p) -  2 haut-parleurs 2 W - Clavier de jeu RGB à 4 zones avec touche copilote - Couleur : Noir - Garantie : 1 an","Les autres produits : MSI","https://spacenet.tn/314869-large_default/pc-portable-gamer-msi-cyborg-15-b2rwfkg-core-5-16go-512go-ssd-rtx-5060.jpg"
"1769347070-72","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=33","Pc Portable Dell Latitude 5530 i7 12Gén 32 Go 512Go SSD Gris","https://spacenet.tn/pc-portable-tunisie/51719-pc-portable-dell-latitude-5530-i7-12gen-32-go-512go-ssd-gris.html","Pc Portable Dell Latitude 5530 i7 12Gén 32 Go 512Go SSD Gris","3 965,000 DT","Ecran : 15.6"" Full HD - Processeur: Intel Core i7-1255U, up to 4.7 GHz, 12 Mo de mémoire cache - Mémoire RAM: 32 Go DDR4 - Disque Dur : 512 Go  SSD - Système d'exploitation : Ubuntu - Carte Graphique : Intel Iris Xe Graphics 2x USB 3.2 type C - 2x USB 3.2 type A - RJ45 - HDMI - Webcam HD - Lecteur de cartes SD - Wifi 6e - Bluetooth 5.2 - Couleur : Gris - Garantie : 3 ans","Les autres produits : Dell","https://spacenet.tn/114473-large_default/pc-portable-dell-latitude-5530-i7-12gen-32-go-512go-ssd-gris.jpg"
"1769347073-73","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=33","Pc Portable Gamer Asus TUF Gaming F16 I7 13Gén 24Go 512Go SSD RTX 4050 Windows 11","https://spacenet.tn/pc-portable-gamer-tunisie/95866-pc-portable-gamer-asus-tuf-gaming-f16-i7-13gen-24go-512go-ssd-rtx-4050-windows-11.html","Pc Portable Gamer Asus TUF Gaming F16 I7 13Gén 24Go 512Go SSD RTX 4050 Windows 11","3 949,000 DT","Pc Portable Gamer Asus TUF Gaming F16 - Écran : 16″ FHD+ (1920 x 1080), IPS 144Hz - Processeur :Intel Core i7-13620H (up to 4.9GHz Turbo max, 24Mo de mémoire cache, 10Cores) - Système d'exploitation : Windows 11 - Mémoire RAM: 24 Go DDR5 - Disque Dur : 512Go SSD - Carte Graphique: Nvidia GeForce RTX 4050 (6Go de mémoire GDDR6 dédiée ) avec Wifi6, Bluetooth 5.3 - 1x Prise audio combo 3.5 mm - 1x HDMI 2.0b - 1x Prise Thunderbolt 4 – 1x USB-C 3.2 – 2x USB 3.2 – 1x Port LAN RJ45 - Haut-parleur et Microphone intégrées - Caméra HD 720P - Clavier Chiclet Rétroéclairé 1-Zone RGB - Couleur : Gris - Garantie: 1 an","Les autres produits : Asus","https://spacenet.tn/334026-large_default/pc-portable-gamer-asus-tuf-gaming-f16-i7-13gen-24go-512go-ssd-rtx-4050-windows-11.jpg"
"1769347076-74","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=33","Pc Portable HP EliteBook 660 G11 Ultra 5 16Go 512Go SSD Windows 11 Pro","https://spacenet.tn/pc-portables-pro-tunisie/95327-pc-portable-hp-elitebook-660-g11-ultra-5-16go-512go-ssd-windows-11-pro.html","Pc Portable HP EliteBook 660 G11 Ultra 5 16Go 512Go SSD Windows 11 Pro","3 939,000 DT","Pc Portable HP EliteBook 660 G11 - Écran : 16"" FHD (1920 x 1200) IPS, antireflet, 300 nits, 45 % NTSC - Processeur : Intel Core Ultra 5 125U (Up to 4,3 GHz avec la technologie Intel Turbo Boost, 12 Mo de mémoire cache L3, 12-Cores) - Système d'exploitation : Windows 11 Pro - Mémoire RAM : 16Go DDR5 - Disque Dur : 512 Go SSD - Carte Graphique : Intel Graphics integrée avec Wi-Fi 6E, Bluetooth 5.3, 2x ports Thunderbolt™ 4 avec USB Type-C, 2x ports USB Type-A 5 Gbit/s, 1x port HDMI 2.1 ; 1x prise combo casque/microphone stéréo ; 1x port RJ-45 - Webcam IR 5 MP - 2x Haut-parleurs , 2x Microphones - Lecteur d’empreintes digitales - lavier HP Premium avec pavé numérique, rétroéclairé, étanche - Couleur : Argent - Garantie : 1 an","Les autres produits : Hp","https://spacenet.tn/329885-large_default/pc-portable-hp-elitebook-660-g11-ultra-5-16go-512go-ssd-windows-11-pro.jpg"
"1769347082-75","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=33","Pc Portable Dell Pro 14 Plus 2En1 Ultra 5 16Go 512Go SSD Windows 11","https://spacenet.tn/ordinateur-portable/92854-pc-portable-dell-pro-14-plus-2en1-ultra-5-16go-512go-ssd-windows-11-pro.html","Pc Portable Dell Pro 14 Plus 2En1 Ultra 5 16Go 512Go SSD Windows 11","3 929,000 DT","Pc Portable Dell Pro 14 Plus - Écran : Tactile 14"" Full HD+ (1920 x 1200 pixels) IPS, 300 cd/m2, Anti-reflet - Processeur : Intel Core Ultra 5 226V (Up to 4.5 GHz Turbo max, 8 Mo de mémoire cache, Octa-Core) - Système d'exploitation : Windows 11 Famille - Mémoire RAM : 16 Go DDR5 - Disque Dur : 512 Go SSD - Carte Graphique : Intel® Arc™ 130 V avec Wi-Fi 6E, Bluetooth 5.3 - 1x USB-A 3.2 Gen 1, 1x USB-C® 3.2 Gen 2, 1x Thunderbolt™ 4, 1x HDMI 2.1, 1 prise jack audio universelle- Lecteur d'empreintes digitales - Webcam FHD 1080P FHD IR - Clavier Rétroéclairé, avec raccourcis IA - Couleur : Silver - Garantie : 1 an","Les autres produits : Dell","https://spacenet.tn/311758-large_default/pc-portable-dell-pro-14-plus-2en1-ultra-5-16go-512go-ssd-windows-11-pro.jpg"
"1769347085-76","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=33","Pc Portable Dell Pro 16 Plus Ultra 5 24Go 512Go SSD","https://spacenet.tn/ordinateur-portable/95610-pc-portable-dell-pro-16-plus-ultra-5-24go-512go-ssd.html","Pc Portable Dell Pro 16 Plus Ultra 5 24Go 512Go SSD","3 929,000 DT","Pc Portable Dell Pro 16 Plus - Écran : 16"" Full HD+ (1920 x 1200 pixels) IPS, antiéblouissement, 300 cd/m² - Processeur : Intel Core Ultra 5 235U vPro (Up to 4,90 GHz Turbo max, 12 Mo de mémoire cache, 12 Cores) - Système d'exploitation : Ubuntu - Mémoire RAM : 24 Go DDR5 - Disque Dur : 512 Go SSD - Carte Graphique : Intel Graphics avec Wi-Fi 6E, Bluetooth 5.3 - 2x USB 3.2 Gen 1 Type-A, 1x Port Ethernet Gigabit RJ-45, 1x HDMI 2.1, 2x ports Thunderbolt 4 avec Power Delivery et DisplayPort 2.1 (USB Type-C), Prise jack globale, Port carte MicroSD, Fente de verrouillage en forme de coin, Plateau pour carte SIM, Lecteur de carte à puce - Lecteur d'empreintes digitales - Webcam FHD 1080P FHD IR - Clavier Rétroéclairé, avec raccourcis IA et pavé numérique - Couleur : Aluminium - Garantie : 3 ans","Les autres produits : Dell","https://spacenet.tn/332339-large_default/pc-portable-dell-pro-16-plus-ultra-5-24go-512go-ssd.jpg"
"1769347088-77","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=33","Pc Portable Dell Latitude 5530 i7 12Gén 24 Go 512Go SSD Gris","https://spacenet.tn/pc-portable-tunisie/51718-pc-portable-dell-latitude-5530-i7-12gen-24-go-512go-ssd-gris.html","Pc Portable Dell Latitude 5530 i7 12Gén 24 Go 512Go SSD Gris","3 899,000 DT","Ecran : 15.6"" Full HD - Processeur: Intel Core i7-1255U, up to 4.7 GHz, 12 Mo de mémoire cache - Mémoire RAM :24 Go DDR4 - Disque Dur : 512 Go  SSD - Système d'exploitation : Ubuntu - Carte Graphique : Intel Iris Xe Graphics 2x USB 3.2 type C - 2x USB 3.2 type A - RJ45 - HDMI - Webcam HD - Lecteur de cartes SD - Wifi 6e - Bluetooth 5.2 - Couleur : Gris - Garantie : 3 ans","Les autres produits : Dell","https://spacenet.tn/114468-large_default/pc-portable-dell-latitude-5530-i7-12gen-24-go-512go-ssd-gris.jpg"
"1769347091-78","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=33","Pc Portable Asus Tuf Gaming F16 FX607VU I5 13Gén 16Go 512Go SSD RTX 4050 Windows 11","https://spacenet.tn/pc-portable-gamer-tunisie/96641-pc-portable-asus-tuf-gaming-f16-fx607vu-i5-13gen-16go-512go-ssd-rtx-4050-windows-11.html","Pc Portable Asus Tuf Gaming F16 FX607VU I5 13Gén 16Go 512Go SSD RTX 4050 Windows 11","3 899,000 DT","Pc Portable Asus Tuf Gaming F16 FX607VU - Ecran : 16"" Full HD+ WUXGA,IPS 165Hz - Processeur : Intel Core i5-13420H (up to 4.60GHz, 12Mo Smart cache, 4 Cores ) - Système d'exploitation : Windows 11 Famille - Mémoire RAM : 16Go DDR5 - Disque Dur : 512Go SSD - Carte Graphique : NVIDIA GeForce RTX 4050 (6 Go de mémoire dédiée GDDR6) avec Wi-Fi 6 - Bluetooth 5.3 - 1x RJ45 - 1x Thunderbolt 4 - 1x USB 3.2 Gen 2 Type c - 2x USB 3.2 Gen 1 Type-A - 1 x HDMI 2.1 - Caméra HD 720P - Haut-parleur et Microphone intégré - Clavier Chiclet rétroéclairé 1 zone RGB - Couleur : Noir - Garantie : 1 an","Les autres produits : Asus","https://spacenet.tn/339068-large_default/pc-portable-asus-tuf-gaming-f16-fx607vu-i5-13gen-16go-512go-ssd-rtx-4050-windows-11.jpg"
"1769347093-79","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=33","Pc Portable Dell Pro 14 Plus PB14250 Ultra 7 16Go 512Go SSD","https://spacenet.tn/pc-portables-pro-tunisie/95453-pc-portable-dell-pro-14-plus-pb14250-ultra-7-16go-512go-ssd.html","Pc Portable Dell Pro 14 Plus PB14250 Ultra 7 16Go 512Go SSD","3 889,000 DT","Pc Portable Dell Pro 14 Plus PB14250 - Écran : 14"" Full HD+ (1920 x 1200 pixels) IPS, 300 cd/m2, Anti-reflet - Processeur : Intel Core Ultra 7 255U (Up to 5.2 GHz Turbo max, 12 Mo de mémoire cache, 12 Cores) - Système d'exploitation : Ubuntu - Mémoire RAM : 16 Go DDR5 - Disque Dur : 512 Go SSD - Carte Graphique : Intel Graphics avec Wi-Fi 6E, Bluetooth 5.3 - 2x USB 3.2 Gen 1 Type-A, 2x Thunderbolt™ 4, 1x HDMI 2.1, 1 prise Jack globale de casque - Lecteur d'empreintes digitales - Lecteur de carte à puce, Control Vault 3+ - Webcam FHD 1080P FHD + IR - Clavier rétroéclairé avec touche Copilot, français (Europe) - Couleur : Silver - Garantie : 1 an","Les autres produits : Dell","https://spacenet.tn/330965-large_default/pc-portable-dell-pro-14-plus-pb14250-ultra-7-16go-512go-ssd.jpg"
"1769347099-80","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=32","Pc Portable Dell Latitude 5440 i7 13Gén 16Go 512Go SSD Windows 11","https://spacenet.tn/pc-portables-pro-tunisie/81393-pc-portable-dell-latitude-5440-i7-13gen-16go-512go-ssd-windows-11.html","Pc Portable Dell Latitude 5440 i7 13Gén 16Go 512Go SSD Windows 11","3 875,000 DT","Pc Portable Dell Latitude 5440 - Écran : 14"" Full HD - Processeur : Intel Core i7-1355U (Up to 5,00 GHz Turbo max, 12 Mo de mémoire cache, 10 Cores) - Système d'exploitation : Windows 11 Pro - Mémoire RAM : 16 Go - Disque Dur : 512 Go SSD - Carte Graphique : Intel Graphics intégré avec Wi-Fi, Bluetooth - 1x USB 3.2 Gen 1 avec PowerShare, 1x USB 3.2 Gen 1, 2x USB-C Thunderbolt™ 4.0 avec Power Delivery et DisplayPort, 1x HDMI 2.0, 1x RJ45, Prise jack audio universelle - Couleur : Gris - Garantie : 3 ans","Les autres produits : Dell","https://spacenet.tn/313721-large_default/pc-portable-dell-latitude-5440-i7-13gen-16go-512go-ssd-windows-11.jpg"
"1769347102-81","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=32","Pc Portable Gamer Gigabyte G6KF I7 13Gén 32Go 1To SSD","https://spacenet.tn/pc-portable-gamer-tunisie/82339-pc-portable-gamer-gigabyte-g6kf-i7-13gen-32go-1to-ssd.html","Pc Portable Gamer Gigabyte G6KF I7 13Gén 32Go 1To SSD","3 869,000 DT","Pc Gamer Gigabyte G6KF - Écran :16"" Full HD+ WUXGA, 165Hz - Processeur : Intel Core i7-13620H (up to 4,90 GHz Turbo max, 24 Mo de mémoire cache, 10-Cores) - Système d'exploitation: FreeDos - Mémoire RAM : 32 Go DDR5 - Disque Dur : 1 To SSD - Carte Graphique : NVIDIA GeForce RTX 4060 (8 Go de mémoire dédiée GDDR6) avec Wi-Fi 6E, Bluetooth 5.2 , 1x USB 2.0 (Type A), 1x USB 3.2 Gen 1 (Type A), 2x USB 3.2 Gen 2 (Type C), 1x Mini DP 1.4, 1x HDMI™ (avec HDCP), 1x RJ-45, 1x prise audio 2-en-1 (casque/microphone), 1x prise microphone, 1x 1 x prise d'entrée CC et lecteur de carte MicroSD - Clavier pleine taille éclairé multi-langues, 15 couleurs, avec pavé numérique  -  Microphone et Haut-Parleur Intégrée - Couleur: Noir - Garantie : 2 ans","Les autres produits : GIGABYTE","https://spacenet.tn/306691-large_default/pc-portable-gamer-gigabyte-g6kf-i7-13gen-32go-1to-ssd.jpg"
"1769347105-82","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=32","Pc Portable Dell Latitude 5530 i7 12Gén 20 Go 512Go SSD Gris","https://spacenet.tn/pc-portable-tunisie/51717-pc-portable-dell-latitude-5530-i7-12gen-20-go-512go-ssd-gris.html","Pc Portable Dell Latitude 5530 i7 12Gén 20 Go 512Go SSD Gris","3 859,000 DT","Ecran : 15.6"" Full HD - Processeur: Intel Core i7-1255U, up to 4.7 GHz, 12 Mo de mémoire cache - Mémoire RAM :20 Go DDR4 - Disque Dur : 512 Go  SSD - Système d'exploitation : Ubuntu - Carte Graphique : Intel Iris Xe Graphics 2x USB 3.2 type C - 2x USB 3.2 type A - RJ45 - HDMI - Webcam HD - Lecteur de cartes SD - Wifi 6e - Bluetooth 5.2 - Couleur : Gris - Garantie : 3 ans","Les autres produits : Dell","https://spacenet.tn/114463-large_default/pc-portable-dell-latitude-5530-i7-12gen-20-go-512go-ssd-gris.jpg"
"1769347108-83","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=32","Pc Portable Dell Pro 16 Plus PB16250 Ultra 7 16Go 512Go SSD","https://spacenet.tn/pc-portables-pro-tunisie/95458-pc-portable-dell-pro-16-plus-pb16250-ultra-7-16go-512go-ssd.html","Pc Portable Dell Pro 16 Plus PB16250 Ultra 7 16Go 512Go SSD","3 859,000 DT","Pc Portable Dell Pro 16 Plus PB16250 - Écran : 16"" Full HD+ (1920 x 1200 pixels) IPS, 300 cd/m2, Anti-reflet - Processeur : Intel Core Ultra 7 255U (Up to 5.2 GHz Turbo max, 12 Mo de mémoire cache, 12 Cores) - Système d'exploitation : Ubuntu - Mémoire RAM : 16 Go DDR5 - Disque Dur : 512 Go SSD - Carte Graphique : Intel Graphics avec Wi-Fi 6E, Bluetooth 5.3 - 2x USB 3.2 Gen 1 Type-A, 2x Thunderbolt™ 4, 1x HDMI 2.1, 1 prise Jack globale de casque - Lecteur d'empreintes digitales - Lecteur de carte à puce, Control Vault 3+ - Webcam FHD 1080P FHD + IR - Clavier rétroéclairé avec touche Copilot, français (Europe) - Couleur : Silver - Garantie : 1 an","Les autres produits : Dell","https://spacenet.tn/331001-large_default/pc-portable-dell-pro-16-plus-pb16250-ultra-7-16go-512go-ssd.jpg"
"1769347112-84","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=32","Pc Portable Dell Latitude 5450 i7 13Gén 32Go 512Go SSD","https://spacenet.tn/pc-portables-pro-tunisie/89218-pc-portable-dell-latitude-5450-i7-13gen-32go-512go-ssd.html","Pc Portable Dell Latitude 5450 i7 13Gén 32Go 512Go SSD","3 849,000 DT","Pc Portable Dell Latitude 5450 - Écran : 14"" FHD (1920 x 1080) 60Hz, IPS, 250 cd/m², NTSC 45 % - Processeur : Intel Core i7 1355 (Up to 5.0 GHz, 12 Mo de mémoire cache, 10 Cœurs) - Système d'exploitation : Ubuntu - Mémoire RAM : 32 Go DDR4 - Disque Dur : 512Go SSD - Carte Graphique : Intel Iris Xe Graphics avec Wifi 6E, Bluetooth 5.3, 1x port USB 3.2 Gen 1 avec PowerShare, 1x port USB 3.2 Gen 1, 1x port HDMI 2.1, 1x port audio universel, 1x port Ethernet RJ45 - Haut-parleurs stéréo 4W - Webcam FHD+IR - Clavier Rétroéclairé FR - Couleur : Gris - Garantie : 1 an","Les autres produits : Dell","https://spacenet.tn/282359-large_default/pc-portable-dell-latitude-5450-i7-13gen-32go-512go-ssd.jpg"
"1769347115-85","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=32","Pc Portable Gamer MSI Cyborg 15 B2RWFKG Core 5 8Go 512Go SSD RTX 5060","https://spacenet.tn/msi-gaming/93207-pc-portable-gamer-msi-cyborg-15-b2rwfkg-core-5-8go-512go-ssd-rtx-5060.html","Pc Portable Gamer MSI Cyborg 15 B2RWFKG Core 5 8Go 512Go SSD RTX 5060","3 819,000 DT","Pc Portable Gamer MSI CCyborg 15 B2RWFKG - Ecran : 15.,6"" Full HD (1920x1080) IPS, 144Hz  - Processeur : Intel Core 5 210H, (jusqu'à 4.8 GHz, 12 Mo de mémoire cache, 8 Cores) - Système d'exploitation : FreeDos - Mémoire RAM : 8 Go DDR5  - Disque Dur : 512 Go SSD - Carte Graphique : Nvidia GeForce RTX 5060 (8 Go de mémoire dédiée DDR7) avec Wifi6E , Bluetooth 5.3,  1x prise combinée entrée micro/sortie casque - 1x USB 3.2 Type-C - 2x USB 3.2 Type-A - 1x HDMI 2.1 - Webcam Type HD (30 ips à 720p) -  2 haut-parleurs 2 W - Clavier de jeu RGB à 4 zones avec touche copilote - Couleur : Noir - Garantie : 1 an","Les autres produits : MSI","https://spacenet.tn/313953-large_default/pc-portable-gamer-msi-cyborg-15-b2rwfkg-core-5-8go-512go-ssd-rtx-5060.jpg"
"1769347124-86","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=32","Pc Portable Dell Latitude 5440 i7 13Gén 16Go 512Go SSD","https://spacenet.tn/pc-portables-pro-tunisie/81347-pc-portable-dell-latitude-5440-i7-13gen-16go-512go-ssd.html","Pc Portable Dell Latitude 5440 i7 13Gén 16Go 512Go SSD","3 815,000 DT","Pc Portable Dell Latitude 5440 - Écran : 14"" Full HD - Processeur : Intel Core i7-1355U (Up to 5,00 GHz Turbo max, 12 Mo de mémoire cache, 10 Cores) - Système d'exploitation : Ubuntu - Mémoire RAM : 16 Go - Disque Dur : 512 Go SSD - Carte Graphique : Intel Graphics intégré avec Wi-Fi, Bluetooth - 1x USB 3.2 Gen 1 avec PowerShare, 1x USB 3.2 Gen 1, 2x USB-C Thunderbolt™ 4.0 avec Power Delivery et DisplayPort, 1x HDMI 2.0, 1x RJ45, Prise jack audio universelle - Couleur : Gris - Garantie : 3 ans","Les autres produits : Dell","https://spacenet.tn/313722-large_default/pc-portable-dell-latitude-5440-i7-13gen-16go-512go-ssd.jpg"
"1769347126-87","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=32","Pc Portable Dell Latitude 5530 i7 12Gén 16 Go 512Go SSD Gris","https://spacenet.tn/pc-portable-tunisie/51023-pc-portable-dell-latitude-5530-i7-12gen-16-go-512go-ssd-gris.html","Pc Portable Dell Latitude 5530 i7 12Gén 16 Go 512Go SSD Gris","3 799,000 DT","Ecran : 15.6"" Full HD - Processeur: Intel Core i7-1255U, up to 4.7 GHz, 12 Mo de mémoire cache - Mémoire RAM:16 Go DDR4 - Disque Dur : 512 Go  SSD - Système d'exploitation : Ubuntu - Carte Graphique : Intel Iris Xe Graphics 2x USB 3.2 type C - 2x USB 3.2 type A - RJ45 - HDMI - Webcam HD - Lecteur de cartes SD - Wifi 6e - Bluetooth 5.2 - Couleur : Gris - Garantie : 3 ans","Les autres produits : Dell","https://spacenet.tn/110599-large_default/pc-portable-dell-latitude-5530-i7-12gen-16-go-512go-ssd-gris.jpg"
"1769347129-88","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=32","Pc Portable Lenovo ThinkPad E16 G3 IAL Ultra 7 32Go 512Go SSD","https://spacenet.tn/pc-portables-pro-tunisie/95722-pc-portable-lenovo-thinkpad-e16-g3-ial-ultra-7-32go-512go-ssd.html","Pc Portable Lenovo ThinkPad E16 G3 IAL Ultra 7 32Go 512Go SSD","3 799,000 DT","Pc Lenovo ThinkPad E16 G3 IAL - Ecran : 16"" WUXGA (1920 x 1200) IPS, 300 nits, antireflet, 45% NTSC, 60 Hz - Processeur : Intel® Core Ultra 7 255H (up to 5.1 GHz Turbo max, 24 Mo de Mémoire cache, 16 Cores) - Système d'exploitation : FreeDos - Mémoire RAM : 32Go DDR5 - Disque Dur : 512Go SSD - Carte graphique : Graphics intégrés Intel Arc 140T avec Wifi 6E, Bluetooth 5.3, 1x USB-A (USB 5 Gbit/s / USB 3.2 Gen 1) ,1x USB-A (USB 10 Gbit/s / USB 3.2 Gen 2), toujours allumé, 1x USB-C (USB 20 Gbit/s / USB 3.2 Gen 2x2), avec USB PD 3.1 et DisplayPort 1.4; 1x USB-C (Thunderbolt 4 / USB4 40 Gbit/s), avec USB PD 3.1 et DisplayPort 2.1;  1x HDMI 2.1, jusqu'à 4K/60 Hz; 1x prise combinée casque/microphone (3,5 mm); 1x Ethernet (RJ-45) - Microphones et 2x Haut-parleurs 2W intégré - Caméra Hybride FHD 1080p + IR avec obturateur de confidentialité - Clavier Rétroéclairé Français - Couleur : Noir - Garantie  : 2 ans","Les autres produits : Lenovo","https://spacenet.tn/333057-large_default/pc-portable-lenovo-thinkpad-e16-g3-ial-ultra-7-32go-512go-ssd.jpg"
"1769347132-89","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=32","Pc Portable Gamer Asus TUF Gaming F16 I7 13Gén 16Go 512Go SSD RTX 4050 Windows 11","https://spacenet.tn/pc-portable-gamer-tunisie/96009-pc-portable-gamer-asus-tuf-gaming-f16-i7-13gen-16go-512go-ssd-rtx-4050-windows-11.html","Pc Portable Gamer Asus TUF Gaming F16 I7 13Gén 16Go 512Go SSD RTX 4050 Windows 11","3 799,000 DT","Pc Portable Gamer Asus TUF Gaming F16 - Écran : 16″ FHD+ (1920 x 1080), IPS 144Hz - Processeur :Intel Core i7-13620H (up to 4.9GHz Turbo max, 24Mo de mémoire cache, 10Cores) - Système d'exploitation : Windows 11 - Mémoire RAM: 16 Go DDR5 - Disque Dur : 512Go SSD - Carte Graphique: Nvidia GeForce RTX 4050 (6Go de mémoire GDDR6 dédiée ) avec Wifi6, Bluetooth 5.3 - 1x Prise audio combo 3.5 mm - 1x HDMI 2.0b - 1x Prise Thunderbolt 4 – 1x USB-C 3.2 – 2x USB 3.2 – 1x Port LAN RJ45 - Haut-parleur et Microphone intégrées - Caméra HD 720P - Clavier Chiclet Rétroéclairé 1-Zone RGB - Couleur : Gris - Garantie: 1 an","Les autres produits : Asus","https://spacenet.tn/334943-large_default/pc-portable-gamer-asus-tuf-gaming-f16-i7-13gen-16go-512go-ssd-rtx-4050-windows-11.jpg"
"1769347135-90","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=32","Pc Portable Gamer MSI Cyborg 15 A13VF i5 13Gén 16Go 512Go SSD Windows 11 Pro","https://spacenet.tn/pc-portable-gamer-tunisie/92265-pc-portable-gamer-msi-cyborg-15-a13vf-i5-13gen-16go-512go-ssd-windows-11-pro.html","Pc Portable Gamer MSI Cyborg 15 A13VF i5 13Gén 16Go 512Go SSD Windows 11 Pro","3 789,000 DT","Pc Portable Gamer MSI Cyborg 15 A13VF - Ecran : 15.6"" FULL HD IPS, 144 Hz - Processeur : Intel Core i5-13420H(up to 4,6 GHz  GHz , 12 Mo de mémoire cache, 8 Cores) - Système d'exploitation : Windows 11 Pro - Mémoire RAM : 16 Go  - Disque Dur : 512 Go SSD - Carte Graphique : Nvidia GeForce RTX 4060 (8 Go de mémoire dédiée DDR6) avec Wifi6 , Bluetooth 5.1, 1x (USB 3.2 Gen1/ DP) Type-C, 2x USB 3.2 Gen1 Type-A, 1x HDMI 2.1, 1x RJ45, 1x prise combo entrée micro/sortie casque - Camera HD 720P - Microphone et Haut-Parleur Intégré -  Clavier Rétroéclairé Bleu - Couleur : Noir - Garantie : 1 an","Les autres produits : MSI","https://spacenet.tn/306906-large_default/pc-portable-gamer-msi-cyborg-15-a13vf-i5-13gen-16go-512go-ssd-windows-11-pro.jpg"
